PersonID,SessionNumber,MemberCode,LastName,MiddleName,FirstName,FormalName,ShortName,SessionContact,InterimContact,Chamber,District,Seat,Party,Phone,EMail,Building,Room,Comment,IsActive,IsMajority
Bettye Davis:17,25,DAB,Davis,,Bettye,Senator Bettye Davis,Davis,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K,,D,4653822,Senator.Bettye.Davis@akleg.gov,CAPITOL,30,,true,true
Andrea Doll:25,25,DLL,Doll,,Andrea,Representative Andrea Doll,Doll,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4,,D,4653744,Representative.Andrea.Doll@akleg.gov,CAPITOL,426,,true,false
Mike Doogan:25,25,DOO,Doogan,,Mike,Representative Mike Doogan,Doogan,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,25,,D,4654998,Representative.Mike.Doogan@akleg.gov,CAPITOL,112,,true,false
Fred Dyson:20,25,DYS,Dyson,,Fred,Senator Fred Dyson,Dyson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,I,,R,4652199,Senator.Fred.Dyson@akleg.gov,CAPITOL,121,,true,false
Johnny Ellis:15,25,ELL,Ellis,,Johnny,Senator Johnny Ellis,Ellis,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,L,,D,4653704,Senator.Johnny.Ellis@akleg.gov,CAPITOL,9,Senate Majority Leader,true,true
Anna Fairclough:25,25,FAI,Fairclough,,Anna,Representative Anna Fairclough,Fairclough,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,17,,R,4653777,Representative.Anna.Fairclough@akleg.gov,CAPITOL,411,,true,true
Richard Foster:16,25,FOS,Foster,,Richard,Representative Richard Foster,Foster,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,39,,D,4653789,Representative.Richard.Foster@akleg.gov,CAPITOL,410,House Majority Whip,true,true
Hollis French:23,25,FRE,French,,Hollis,Senator Hollis French,French,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,M,,D,4653892,Senator.Hollis.French@akleg.gov,CAPITOL,417,,true,true
Les Gara:23,25,GAR,Gara,,Les,Representative Les Gara,Gara,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,23,,D,4652647,Representative.Les.Gara@akleg.gov,CAPITOL,500,,true,false
Berta Gardner:24,25,GAS,Gardner,,Berta,Representative Berta Gardner,Gardner,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,24,,D,4654930,Representative.Berta.Gardner@akleg.gov,CAPITOL,422,,true,false
Carl Gatto:23,25,GAT,Gatto,,Carl,Representative Carl Gatto,Gatto,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,13,,R,4653743,Representative.Carl.Gatto@akleg.gov,CAPITOL,108,,true,true
Lyda Green:19,25,GRE,Green,,Lyda,Senator Lyda Green,Green,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G,,R,4656600,Senator.Lyda.Green@akleg.gov,CAPITOL,111,President of the Senate,true,true
Max Gruenberg:14,25,GRU,Gruenberg,,Max,Representative Max Gruenberg,Gruenberg,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,20,,D,4654940,Representative.Max.Gruenberg@akleg.gov,CAPITOL,110,,true,false
David Guttenberg:23,25,GTT,Guttenberg,,David,Representative David Guttenberg,Guttenberg,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,8,,D,4654457,Representative.David.Guttenberg@akleg.gov,CAPITOL,13,House Minority Whip,true,false
Mike Hawker:23,25,HAW,Hawker,,Mike,Representative Mike Hawker,Hawker,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,32,,R,4654949,Representative.Mike.Hawker@akleg.gov,CAPITOL,502,,true,true
Lyman Hoffman:15,25,HOF,Hoffman,,Lyman,Senator Lyman Hoffman,Hoffman,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,S,,D,4654453,Senator.Lyman.Hoffman@akleg.gov,CAPITOL,518,,true,true
Lindsey Holmes:25,25,HOL,Holmes,,Lindsey,Representative Lindsey Holmes,Holmes,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,26,,D,4654919,Representative.Lindsey.Holmes@akleg.gov,CAPITOL,405,,true,false
Charlie Huggins:23,25,HUG,Huggins,,Charlie,Senator Charlie Huggins,Huggins,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,H,,R,4653878,Senator.Charlie.Huggins@akleg.gov,CAPITOL,119,Senate Majority Whip,true,true
Kyle Johansen:25,25,JHA,Johansen,,Kyle,Representative Kyle Johansen,Johansen,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,1,,R,4653424,Representative.Kyle.Johansen@akleg.gov,CAPITOL,13,,true,true
Craig Johnson:25,25,JHN,Johnson,,Craig,Representative Craig Johnson,Johnson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,28,,R,4654993,Representative.Craig.Johnson@akleg.gov,CAPITOL,126,,true,true
Scott Kawasaki:25,25,KAW,Kawasaki,,Scott,Representative Scott Kawasaki,Kawasaki,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,9,,D,4653466,Representative.Scott.Kawasaki@akleg.gov,CAPITOL,428,,true,false
Mike Kelly:24,25,KEL,Kelly,,Mike,Representative Mike Kelly,Kelly,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,R,4654976,Representative.Mike.Kelly@akleg.gov,CAPITOL,513,,true,true
Beth Kerttula:21,25,KER,Kerttula,,Beth,Representative Beth Kerttula,Kerttula,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,3,,D,4654766,Representative.Beth.Kerttula@akleg.gov,CAPIT0L,404,House Minority Leader,true,false
Vic Kohring:19,25,KOH,Kohring,,Vic,Representative Vic Kohring,Kohring,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,14,,R,4652186,Representative.Vic.Kohring@akleg.gov,CAPITOL,24A,"Resigned; July 19, 2007",false,true
Albert Kookesh:20,25,KOS,Kookesh,,Albert,Senator Albert Kookesh,Kookesh,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,C,,D,4653473,Senator.Albert.Kookesh@akleg.gov,CAPITOL,11,,true,true
Gabrielle LeDoux:24,25,LEU,LeDoux,,Gabrielle,Representative Gabrielle LeDoux,LeDoux,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,36,,R,4652487,Representative.Gabrielle.LeDoux@akleg.gov,CAPITOL,412,,true,true
Bob Lynn:23,25,LYN,Lynn,,Bob,Representative Bob Lynn,Lynn,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,31,,R,4654931,Representative.Bob.Lynn@akleg.gov,CAPITOL,104,,true,true
Lesil McGuire:22,25,MCG,McGuire,,Lesil,Senator Lesil McGuire,McGuire,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,N,,R,4652995,Senator.Lesil.McGuire@akleg.gov,CAPITOL,125,,true,true
Kevin Meyer:22,25,MEY,Meyer,,Kevin,Representative Kevin Meyer,Meyer,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,30,,R,4654945,Representative.Kevin.Meyer@akleg.gov,CAPITOL,515,,true,true
Mary Nelson:25,25,NEL,Nelson,,Mary,Representative Mary Nelson,Nelson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,38,,D,4654942,Representative.Mary.Nelson@akleg.gov,CAPITOL,415,Formerly Kapsner,true,false
Mark Neuman:24,25,NEU,Neuman,,Mark,Representative Mark Neuman,Neuman,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,15,,R,4652679,Representative.Mark.Neuman@akleg.gov,CAPITOL,432,,true,true
Donald Olson:22,25,OLS,Olson,,Donald,Senator Donald Olson,Olson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,T,,D,4653707,Senator.Donald.Olson@akleg.gov,CAPITOL,514,,true,true
Kurt Olson:24,25,OLL,Olson,,Kurt,Representative Kurt Olson,Olson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,33,,R,4652693,Representative.Kurt.Olson@akleg.gov,CAPITOL,408,,true,true
Jay Ramras:24,25,RAR,Ramras,,Jay,Representative Jay Ramras,Ramras,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,10,,R,4653004,Representative.Jay.Ramras@akleg.gov,CAPITOL,118,,true,true
Bob Roses:25,25,ROS,Roses,,Bob,Representative Bob Roses,Roses,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,19,,R,4654939,Representative.Bob.Roses@akleg.gov,CAPITOL,416,,true,true
Woodie Salmon:24,25,SAE,Salmon,,Woodie,Representative Woodie Salmon,Salmon,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,6,,D,4654527,Representative.Woodie.Salmon@akleg.gov,CAPITOL,114,,true,false
Ralph Samuels:23,25,SAL,Samuels,,Ralph,Representative Ralph Samuels,Samuels,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,29,,R,4652095,Representative.Ralph.Samuels@akleg.gov,CAPITOL,204,House Majority Leader,true,true
Gary Stevens:22,25,STG,Stevens,,Gary,Senator Gary Stevens,Stevens,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,R,,R,4654925,Senator.Gary.Stevens@akleg.gov,CAPITOL,103,,true,true
Bill Stoltze:23,25,STZ,Stoltze,,Bill,Representative Bill Stoltze,Stoltze,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,16,,R,4654958,Representative.Bill.Stoltze@akleg.gov,CAPITOL,501,,true,true
Gene Therriault:18,25,THR,Therriault,,Gene,Senator Gene Therriault,Therriault,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F,,R,4654797,Senator.Gene.Therriault@akleg.gov,CAPITOL,427,Senate Minority Leader,true,false
Bill Thomas:24,25,THM,Thomas,,Bill,Representative Bill Thomas,Thomas,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,5,,R,4653732,Representative.Bill.Thomas@akleg.gov,CAPITOL,434,,true,true
Joe Thomas:25,25,THS,Thomas,,Joe,Senator Joe Thomas,Thomas,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,D,,D,4652327,Senator.Joe.Thomas@akleg.gov,CAPITOL,510,,true,true
Thomas Wagoner:23,25,WAG,Wagoner,,Thomas,Senator Thomas Wagoner,Wagoner,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,Q,,R,4652828,Senator.Thomas.Wagoner@akleg.gov,CAPITOL,423,,true,false
Gary Wilken:20,25,WLK,Wilken,,Gary,Senator Gary Wilken,Wilken,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,E,,R,4653709,Senator.Gary.Wilken@akleg.gov,CAPITOL,7,,true,false
Peggy Wilson:22,25,WLS,Wilson,,Peggy,Representative Peggy Wilson,Wilson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,2,,R,4653824,Representative.Peggy.Wilson@akleg.gov,CAPITOL,403,,true,true
Alan Austerman:19,26,AUS,Austerman,,Alan,Representative Alan Austerman,Austerman,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,36,,R,4652487,Representative.Alan.Austerman@akleg.gov,CAPITOL,502,House Majority Whip,true,true
Mike Chenault:22,26,CHE,Chenault,,Mike,Representative Mike Chenault,Chenault,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,34,,R,4653779,Representative.Mike.Chenault@akleg.gov,CAPITOL,208,Speaker of the House,true,true
Sharon Cissna:21,26,CIS,Cissna,,Sharon,Representative Sharon Cissna,Cissna,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,22,,D,4653875,Representative.Sharon.Cissna@akleg.gov,CAPITOL,420,,true,false
John Coghill:16,26,COG,Coghill,,John,Representative John Coghill,Coghill,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,11,,R,4653719,Representative.John.Coghill@akleg.gov,CAPITOL,214,"Resigned; October 27, 2009",false,true
Harry Crawford:22,26,CRF,Crawford,,Harry,Representative Harry Crawford,Crawford,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,21,,D,4653438,Representative.Harry.Crawford@akleg.gov,CAPITOL,400,,true,false
Nancy Dahlstrom:23,26,DAL,Dahlstrom,,Nancy,Representative Nancy Dahlstrom,Dahlstrom,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,18,,R,4653783,Representative.Nancy.Dahlstrom@akleg.gov,CAPITOL,216,"Resigned; May 31, 2010",false,true
Bettye Davis:17,26,DAB,Davis,,Bettye,Senator Bettye Davis,Davis,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K,,D,4653822,Senator.Bettye.Davis@akleg.gov,CAPITOL,30,,true,true
